id,division id,division name,game id,date,start time,end time,field id,field name,home id,home name,home score,away id,away name,away score
164376,4282,U7 Coed,,9/16/2023,12:30,13:45,454847,Robious Middle School 8C 4v4,121531,U7C Team Peltz,,121527,U7C Team Jackson/Bochman,
164377,4282,U7 Coed,,9/16/2023,11:15,12:30,454847,Robious Middle School 8C 4v4,122739,U7C Team Duncan/Gerdes,,121528,U7C Team Tandett,
164378,4282,U7 Coed,,9/16/2023,13:45,15:00,454847,Robious Middle School 8C 4v4,121390,U7C Team Ortiz,,121529,U7C Team Rouba,
164380,4282,U7 Coed,,9/16/2023,15:00,16:15,454847,Robious Middle School 8C 4v4,121532,U7C Team Leffler/Stumborg,,132676,U7C Team Mills/Allen Tues,
164381,4282,U7 Coed,,9/16/2023,15:00,16:15,454848,Robious Middle School 8D 4v4,128347,U7C Team Glickman/Cosby,,128246,U7C Team Ramirez,
164382,4282,U7 Coed,,9/23/2023,11:15,12:30,454847,Robious Middle School 8C 4v4,128347,U7C Team Glickman/Cosby,,121530,U7C Team Martin/Arflin,
164383,4282,U7 Coed,,9/23/2023,15:00,16:15,454847,Robious Middle School 8C 4v4,121527,U7C Team Jackson/Bochman,,122739,U7C Team Duncan/Gerdes,
164385,4282,U7 Coed,,9/23/2023,13:45,15:00,454847,Robious Middle School 8C 4v4,121532,U7C Team Leffler/Stumborg,,121528,U7C Team Tandett,
164386,4282,U7 Coed,,9/23/2023,12:30,13:45,454847,Robious Middle School 8C 4v4,132676,U7C Team Mills/Allen Tues,,121529,U7C Team Rouba,
164387,4282,U7 Coed,,9/23/2023,15:00,16:15,454848,Robious Middle School 8D 4v4,128246,U7C Team Ramirez,,121531,U7C Team Peltz,
164388,4282,U7 Coed,,9/30/2023,11:15,12:30,454847,Robious Middle School 8C 4v4,121529,U7C Team Rouba,,121532,U7C Team Leffler/Stumborg,
164389,4282,U7 Coed,,9/30/2023,12:30,13:45,454847,Robious Middle School 8C 4v4,121530,U7C Team Martin/Arflin,,121390,U7C Team Ortiz,
164391,4282,U7 Coed,,9/30/2023,15:00,16:15,454848,Robious Middle School 8D 4v4,128347,U7C Team Glickman/Cosby,,121527,U7C Team Jackson/Bochman,
164392,4282,U7 Coed,,9/30/2023,15:00,16:15,454847,Robious Middle School 8C 4v4,128246,U7C Team Ramirez,,132676,U7C Team Mills/Allen Tues,
164393,4282,U7 Coed,,9/30/2023,13:45,15:00,454847,Robious Middle School 8C 4v4,121528,U7C Team Tandett,,121531,U7C Team Peltz,
164394,4282,U7 Coed,,10/7/2023,15:00,16:15,454848,Robious Middle School 8D 4v4,121390,U7C Team Ortiz,,128246,U7C Team Ramirez,
164395,4282,U7 Coed,,10/7/2023,12:30,13:45,454847,Robious Middle School 8C 4v4,122739,U7C Team Duncan/Gerdes,,121531,U7C Team Peltz,
